"","osm_id","osm_user","osm_uid","osm_version","osm_changeset","osm_timestamp","access","addr:housename","addr:housenumber","addr:place","addr:city","addr:country","addr:interpolation","admin_level","aerialway","aeroway","amenity","area","barrier","bicycle","brand","bridge","boundary","building","construction","covered","culvert","cutting","denomination","disused","embankment","foot","generator:source","harbour","highway","historic","horse","intermittent","junction","landuse","layer","leisure","lock","man_made","military","motorcar","name","natural","office","oneway","operator","place","population","power","power_source","public_transport","railway","ref","religion","route","service","shop","sport","surface","toll","tourism","tower:type","tracktype","tunnel","water","waterway","wetland","width","wood","z_order","way_area","way"
"820",372876929,"ToffeHoff","7203","3","56326501","2018-02-13T15:29:32Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000003000000F6285CCF093C4F418FC2F52830A001C1AE47E11A163C4F41CDCCCCCC24A001C1AE47E11A2E3C4F413D0AD7A30EA001C1"
"821",561028632,"ToffeHoff","7203","1","56326501","2018-02-13T15:29:31Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"0102000020110F000004000000AE47E11A163C4F41CDCCCCCC24A001C100000000163C4F413333333309A001C152B81EE5153C4F4166666666D09F01C19A9999F9243C4F41AE47E17ABE9F01C1"
"822",22797663,"DingoKG","6318104","11","56728223","2018-02-27T16:52:11Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndemi Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00000900000085EB51D80D3C4F4185EB51B858A701C1C3F528BC0D3C4F417B14AE4727A701C1000000000B3C4F4152B81E854DA201C1F6285CCF093C4F418FC2F52830A001C1D7A370BD083C4F41295C8FC24B9E01C18FC2F548083C4F41AE47E17A7C9D01C185EB51B8063C4F4133333333919B01C13D0AD7C3053C4F418FC2F528649A01C1CDCCCCCC023C4F4166666666C09601C1"
"823",542263496,"ToffeHoff","7203","1","54002225","2017-11-22T13:56:03Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Knoll Court",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"0102000020110F000002000000D7A370BD083C4F41295C8FC24B9E01C17B14AEC7183C4F410AD7A3703D9E01C1"
"824",561279865,"ToffeHoff","7203","2","56845808","2018-03-03T12:38:37Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reflections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"0102000020110F0000020000009A9999393F3C4F417B14AE47599D01C114AE47E1403C4F4133333333CF9F01C1"
"825",561279864,"ToffeHoff","7203","1","56355210","2018-02-14T14:42:12Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Savelberg Retreat Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"0102000020110F0000030000009A9999994F3C4F4185EB51B84E9D01C1AE47E15A513C4F417B14AE47CBA001C1E17A140E5A3C4F41CDCCCCCCE8A001C1"
"826",22797664,"ToffeHoff","7203","14","56469420","2018-02-18T17:38:29Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kilimani Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00000700000085EB51D80D3C4F4185EB51B858A701C114AE4741203C4F418FC2F5284CA701C133333353243C4F410AD7A37049A701C1000000E0553C4F41295C8FC227A701C13D0AD7239D3C4F417B14AE47F7A601C15C8FC2D52E3D4F411F85EB5186A601C19A9999F9B63D4F41CDCCCCCC1CA601C1"
"827",561279863,"ToffeHoff","7203","1","56355210","2018-02-14T14:42:12Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"0102000020110F0000060000005C8FC2F5D43C4F41CDCCCCCC06A001C1B81E854BD63C4F41A4703D0A39A101C1B81E856BCA3C4F419A99999999A101C1000000A0BD3C4F41F6285C8FD4A101C13D0AD763AA3C4F4152B81E85EBA101C185EB5178993C4F41CDCCCCCCE6A101C1"
"828",544082171,"ToffeHoff","7203","1","54263366","2017-12-02T08:49:49Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"0102000020110F0000020000005C8FC255283D4F418FC2F528BE9E01C1D7A3701D3D3D4F4114AE47E1AE9E01C1"
"829",172265312,"DingoKG","6318104","4","55428707","2018-01-14T12:00:19Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ngotho Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00001400000014AE47E112354F417B14AE47239501C114AE47211D354F4148E17A141C9601C13333331320354F413D0AD7A3B29601C185EB51581E354F41EC51B81E999701C114AE47211A354F4114AE47E1849801C1AE47E1DA13354F418FC2F528AE9901C185EB517809354F41713D0AD7B99A01C1295C8F82FC344F4185EB51B8849B01C185EB511897344F4166666666589D01C1F6285C6F5B344F410AD7A3708B9E01C18FC2F5E837344F411F85EB51989E01C19A99997935344F41A4703D0A919E01C185EB519816344F41B81E85EB339E01C133333373FE334F4152B81E856D9D01C13D0AD7C3E9334F41A4703D0A219C01C1000000E0D9334F417B14AE47339A01C152B81E85BB334F41B81E85EB719701C1B81E85EB42334F417B14AE47859301C13D0AD7033B334F4148E17A14149301C1AE47E11A38334F418FC2F5287E9101C1"
"830",172265327,"DingoKG","6318104","4","55428694","2018-01-14T11:59:49Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinyanjui Crescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F0000060000009A9999D905344F41EC51B81E9D9301C148E17A9427344F4152B81E85EB9301C114AE47214E344F41295C8FC21B9401C13333331376344F4100000000A29401C1C3F5283C7F344F4133333333C59401C1C3F5287CD2344F410AD7A3707F9701C1"
"831",553032298,"DingoKG","6318104","1","55428681","2018-01-14T11:59:18Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000003000000F6285CCF0A344F415C8FC2F5789101C13D0AD7632B344F413D0AD7A3B49101C148E17A9427344F4152B81E85EB9301C1"
"832",239192905,"DingoKG","6318104","3","55428741","2018-01-14T12:01:34Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinyanjui Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00000B000000C3F5287C02344F417B14AE47119501C19A9999D905344F41EC51B81E9D9301C1F6285CCF0A344F415C8FC2F5789101C1EC51B8FE0B344F4152B81E85F59001C114AE47E10C344F4114AE47E1748C01C1E17A142E0A344F41EC51B81E8F8901C185EB51980A344F4100000000D28801C1B81E856B0E344F41E17A14AED98701C114AE47411C344F4185EB51B82A8701C17B14AE674C344F41000000008A8501C13333339352344F41295C8FC23B8501C1"
"833",553032300,"DingoKG","6318104","1","55428681","2018-01-14T11:59:18Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00000D0000003D0AD7632B344F413D0AD7A3B49101C10AD7A31041344F41713D0AD7BF9101C11F85EBD149344F41CDCCCCCCC89101C152B81E4554344F417B14AE47BB9101C1C3F528FC60344F415C8FC2F5EC9101C1B81E852B76344F41AE47E17A509201C1C3F5285C7E344F417B14AE479D9201C1666666E67E344F418FC2F528969201C1E17A148E86344F41E17A14AE7D9201C1295C8FA28B344F41713D0AD7A19201C1EC51B8BE99344F41AE47E17A089301C1B81E852B9B344F41CDCCCCCC129301C11F85EB51A7344F41333333336D9301C1"
"834",553032307,"DingoKG","6318104","1","55428681","2018-01-14T11:59:19Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000006000000C3F5285C7E344F417B14AE479D9201C11F85EBF17C344F41713D0AD7E79201C16666664679344F411F85EB51BC9301C10AD7A39078344F417B14AE47F99301C148E17A9477344F41C3F5285C3F9401C13333331376344F4100000000A29401C1"
"835",553032302,"DingoKG","6318104","1","55428681","2018-01-14T11:59:18Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00000500000052B81E4554344F417B14AE47BB9101C1295C8FA259344F41713D0AD7579101C15C8FC2555B344F415C8FC2F5F89001C1713D0A775C344F4148E17A149A9001C19A9999B95E344F41295C8FC2519001C1"
"836",553032305,"DingoKG","6318104","1","55428681","2018-01-14T11:59:19Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000009000000666666E67E344F418FC2F528969201C16666662683344F4148E17A14609201C1295C8F0284344F41CDCCCCCC309201C1333333B385344F41B81E85EBD19101C17B14AE8788344F41AE47E17A6E9101C114AE47818A344F419A999999219101C152B81EE58D344F41E17A14AEB99001C18FC2F5C891344F41295C8FC2C78F01C11F85EBF195344F41EC51B81E478F01C1"
"837",553032309,"DingoKG","6318104","1","55428681","2018-01-14T11:59:19Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000005000000EC51B8BE99344F41AE47E17A089301C18FC2F5289C344F41D7A3703DC89201C1CDCCCC8C9F344F417B14AE47579201C1B81E85ABA1344F417B14AE47EF9101C1F6285C0FA5344F4185EB51B8709101C1"
"838",172265321,"DingoKG","6318104","5","55379761","2018-01-12T13:07:58Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinyanjui Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F0000130000005C8FC295B0354F41B81E85EB6F8D01C1333333338A354F41713D0AD7C39001C15C8FC2557A354F41713D0AD7879101C114AE476164354F41F6285C8F729201C1713D0A774F354F4152B81E85259301C16666668623354F418FC2F528789401C114AE47E112354F417B14AE47239501C13D0AD763F8344F411F85EB51789601C1666666E6E0344F41C3F5285C439701C1C3F5287CD2344F410AD7A3707F9701C1713D0AF7B5344F418FC2F528F69701C1A4703D0A6D344F41CDCCCCCC8A9901C19A9999194B344F411F85EB51109A01C1A4703D6A2D344F4152B81E85E19901C19A99995918344F41713D0AD7539901C19A99997909344F4152B81E855F9801C1F6285C2F02344F410AD7A3705B9701C1CDCCCC6C00344F419A999999159601C1C3F5287C02344F417B14AE47119501C1"
"839",239192904,"DingoKG","6318104","2","55428802","2018-01-14T12:03:32Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naivasha Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,"0102000020110F00000F0000005C8FC295B0354F41B81E85EB6F8D01C114AE4741AA354F41EC51B81E478D01C1666666C647354F410AD7A370578901C1713D0AF7F1344F4133333333718501C15C8FC275BC344F4152B81E85218301C18FC2F50886344F419A999999C78001C15C8FC21579344F417B14AE47318001C1A4703DAA27344F41D7A3703D7C7C01C1EC51B8FE02344F418FC2F528007B01C185EB519801344F41E17A14AEF17A01C148E17AF4CD334F41713D0AD7A17801C10AD7A370B3334F41666666664A7701C18FC2F568A5334F413D0AD7A3887601C1333333739C334F41CDCCCCCCEC7501C11F85EBF195334F4166666666827501C1"
"840",553038070,"DingoKG","6318104","1","55429197","2018-01-14T12:18:43Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00000D000000CDCCCCCCAB344F4152B81E85E97801C1A4703DAAB7344F4185EB51B87A7901C148E17A14BC344F41E17A14AEBD7901C185EB51F8CA344F41B81E85EB3F7A01C152B81E05D1344F4152B81E85957A01C1EC51B81EDD344F41D7A3703D2E7B01C1B81E85CBDA344F4148E17A14807B01C1A4703D8AD7344F41295C8FC2EF7B01C185EB5118DA344F41295C8FC2757C01C1A4703D8AE1344F41D7A3703DDA7C01C148E17A14EB344F4133333333897D01C1A4703DAAF0344F413D0AD7A3167E01C1AE47E17AFC344F417B14AE47F97E01C1"
"841",553038069,"DingoKG","6318104","1","55429197","2018-01-14T12:18:43Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wangu Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00000B000000F6285C2F89344F415C8FC2F5B47C01C185EB515890344F4148E17A14067C01C1CDCCCC6C99344F41D7A3703D2E7B01C1AE47E15AA4344F41B81E85EB3F7A01C114AE4721AE344F4152B81E85557901C1CDCCCCCCAB344F4152B81E85E97801C114AE47019F344F4185EB51B86E7801C10AD7A3D09A344F41D7A3703D0A7801C100000060A7344F418FC2F528787601C166666626B1344F41A4703D0A7B7501C1A4703D8ABC344F410AD7A370737401C1"
"842",583761981,"DingoKG","6318104","1","58451718","2018-04-26T17:38:54Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gathuru Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F00000D0000009A9999D93A344F4133333333576801C1A4703DCA25344F4100000000B86E01C1E17A14EE1D344F41A4703D0AE77001C19A9999D90D344F4100000000187501C1A4703D6A03344F413D0AD7A39E7501C19A9999D902344F4133333333277601C1C3F528FC4A344F413D0AD7A3347901C10000006082344F4100000000667C01C1F6285C2F89344F415C8FC2F5B47C01C1A4703D0ADB344F41EC51B81E698001C1EC51B87E52354F4185EB51B88A8501C10AD7A3705B354F41A4703D0AED8501C1333333D3B0354F410AD7A370AF8901C1"
"843",239183951,"DingoKG","6318104","2","55379772","2018-01-12T13:08:13Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nyakinyua Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F0000060000003333339352344F41295C8FC23B8501C13D0AD723C1344F418FC2F528328A01C10000002011354F413D0AD7A3468E01C1C3F5281C61354F410AD7A370998F01C13D0AD7C372354F413D0AD7A3109001C1333333338A354F41713D0AD7C39001C1"
"844",93668641,"DingoKG","6318104","3","55429799","2018-01-14T12:42:28Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000003000000333333D3B0354F410AD7A370AF8901C1C3F5285CE8354F41B81E85EB9D8501C1713D0AD7C1354F41E17A14AE378401C1"
"845",553042531,"DingoKG","6318104","1","55429799","2018-01-14T12:42:28Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coast Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000007000000333333D3B0354F410AD7A370AF8901C1A4703DEAC6354F41EC51B81E4D8A01C13D0AD78306364F4166666666328B01C18FC2F52812364F4114AE47E1288B01C1AE47E1BA18364F41CDCCCCCCD28A01C10AD7A3B033364F4133333333A18601C1A4703D6A52364F4152B81E85D98101C1"
"846",93668639,"DingoKG","6318104","4","55429247","2018-01-14T12:20:46Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mlango Soko Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F0000080000005C8FC275BC344F4152B81E85218301C1A4703D0ADB344F41EC51B81E698001C1AE47E17AFC344F417B14AE47F97E01C1713D0AF70B354F410AD7A370537E01C1C3F5289C20354F411F85EB51767D01C18FC2F5483E354F41295C8FC22B7C01C1B81E85EB48354F417B14AE47B57B01C18FC2F5284D354F41E17A14AE097B01C1"
"847",553038764,"DingoKG","6318104","1","55429268","2018-01-14T12:21:42Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000004000000A4703D8AEC344F417B14AE47E17901C148E17AF4F4344F4166666666587A01C10AD7A370FC344F41EC51B81EE97A01C1C3F5289C20354F411F85EB51767D01C1"
"848",553038487,"DingoKG","6318104","2","55429268","2018-01-14T12:21:42Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000006000000EC51B81EDD344F41D7A3703D2E7B01C1B81E85CBE4344F417B14AE47997A01C1A4703D8AEC344F417B14AE47E17901C18FC2F568ED344F41F6285C8FCC7901C1EC51B8DEF7344F4114AE47E1F07801C11F85EBD103354F41713D0AD70B7801C1"
"849",553038590,"DingoKG","6318104","1","55429247","2018-01-14T12:20:46Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000007000000A4703D2A21354F41B81E85EB617901C13D0AD7C321354F4114AE47E1EA7901C148E17A3423354F4185EB51B8467A01C18FC2F5C826354F4114AE47E19C7A01C1295C8FA22F354F411F85EB512C7B01C1A4703D6A37354F41333333339D7B01C18FC2F5483E354F41295C8FC22B7C01C1"
"850",93668644,"DingoKG","6318104","3","55429390","2018-01-14T12:26:37Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chiefs Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F000004000000713D0AF70B354F410AD7A370537E01C1E17A140E95354F41E17A14AE378401C1713D0AD7C1354F41E17A14AE378401C1295C8FC2F4354F41F6285C8F747F01C1"
"851",95932147,"DingoKG","6318104","3","55379930","2018-01-12T13:15:40Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nation Builders Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,"0102000020110F0000030000008FC2F5481F374F4148E17A1484A201C1333333730C374F410AD7A37053A001C1AE47E19AD3364F41EC51B81EB79901C1"
